,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedElo,BlueElo
5143,Estevan Payan,Alex White,-115.0,105.0,86.9565,105.0,2014-04-19,"Orlando, Florida, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,180.34,155,2,0,0,28.5,0.375,0.5,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,32,25,2,0,0,0,2,-6,0,0,0,5.08,-2.54,7,-28.5,-0.5,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:28,88.0,260.0,275.0,422.0,1180.0,285.0,450.0,960.9100299304724,1000.0
5144,Caio Magalhaes,Luke Zachrich,-295.0,265.0,33.8983,265.0,2014-04-19,"Orlando, Florida, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,0,2,0,25.0,0.43,1.6667,1.0,0.21,2,1,8,0,0,0,1,0,1,0,2,Orthodox,185.42,185.42,185,26,32,0,-2,-2,-2,1,-8,0,0,-1,2.54,2.54,-6,-25.0,-1.6667,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:44,44.0,169.0,523.0,300.0,1375.0,415.0,570.0,1021.2607516277697,1000.0
5145,Jordan Mein,Hernani Perpetuo,-420.0,375.0,23.8095,375.0,2014-04-19,"Orlando, Florida, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,1,0,0,26.5,0.475,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,170,24,28,1,0,-1,-1,1,-3,0,-1,0,0.0,2.54,-4,-26.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,218.0,499.0,435.0,1620.0,160.0,1000.0,1000.8386892567814,1000.0
5146,Dustin Ortiz,Ray Borg,-155.0,145.0,64.5161,145.0,2014-04-19,"Orlando, Florida, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,135,1,0,0,45.0,0.47,0.0,3.0,0.385,1,1,6,0,0,0,0,1,0,0,1,Orthodox,165.1,165.1,125,25,20,1,0,-1,-1,1,-6,0,-1,0,-2.54,-5.08,5,-45.0,0.0,-3.0,0.0,,13.0,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,132.0,345.0,1235.0,585.0,335.0,1230.0,999.2112195682429,1000.0
5147,Mirsad Bektic,Chas Skelly,-140.0,130.0,71.4286,130.0,2014-04-19,"Orlando, Florida, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,23,28,0,0,0,0,0,0,0,0,0,7.62,5.08,-5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3.0,5:00,900.0,245.0,210.0,859.0,850.0,265.0,1075.0,1000.0,1000.0
5148,Derrick Lewis,Jack May,-290.0,260.0,34.4828,260.0,2014-04-19,"Orlando, Florida, USA", USA,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,203.2,200.66,255,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,260,29,33,0,0,0,0,0,0,0,0,0,12.7,0.0,-4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:23,263.0,630.0,885.0,835.0,1075.0,-180.0,475.0,1000.0,1000.0
5149,Michael Bisping,Tim Kennedy,-200.0,185.0,50.0,185.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Blue,False,Middleweight,MALE,5,0,2,0,33.5,0.495,0.0,1.0,0.25,2,0,4,0,0,0,1,1,0,0,2,Orthodox,180.34,187.96,185,0,1,0,49.8421,0.406,0.2632,1.3684,0.352,4,5,45,1,0,1,5,8,0,0,14,Orthodox,185.42,190.5,185,35,34,0,1,-2,-12,5,-41,-1,-7,0,-5.08,-2.54,1,-16.3421,-0.2632,-0.3684,0.0,8.0,5.0,,,,,,,5.0,,,,,,,,,,,,,8.0,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,-110.0,300.0,1250.0,1250.0,450.0,600.0,1065.897273470644,1042.2658541485453
5150,Patrick Cote,Kyle Noke,185.0,-200.0,185.0,50.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Welterweight,MALE,3,0,1,0,22.3333,0.593,0.6667,1.3333,0.417,3,2,10,0,0,0,0,2,2,0,4,Southpaw,185.42,193.04,170,0,2,0,25.9286,0.431,0.1429,0.2857,0.131,4,8,33,2,0,1,2,2,0,0,6,Orthodox,180.34,180.34,170,34,34,0,-1,-1,-2,6,-23,-2,0,2,5.08,12.7,0,-3.5952,0.5238,1.0476,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,504.0,160.0,,,,,985.4693056127918,1035.5889645833322
5151,Sheldon Westcott,Elias Theodorou,175.0,-190.0,175.0,52.6316,2014-04-16,"Quebec City, Quebec, Canada", Canada,Blue,True,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,180.34,170,29,25,0,0,0,0,0,0,0,0,0,0.0,10.16,4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,2.0,4:41,581.0,561.0,-105.0,,,,,1000.0,1000.0
5152,Chad Laprise,Olivier Aubin-Mercier,145.0,-155.0,145.0,64.5161,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,True,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,27,25,0,0,0,0,0,0,0,0,0,-2.54,-2.54,2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,320.0,205.0,,,,,1000.0,1000.0
5153,Dustin Poirier,Akira Corassani,-1050.0,850.0,9.5238,850.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Featherweight,MALE,3,0,3,0,31.3333,0.51,0.0,0.6667,0.11,3,0,7,0,0,1,1,0,0,0,3,Orthodox,172.72,172.72,145,0,2,0,47.6667,0.471,0.7778,1.2222,0.27,4,2,21,0,0,0,3,1,3,0,7,Southpaw,175.26,182.88,155,25,31,0,1,-1,-4,2,-14,0,-1,-3,-2.54,-10.16,-6,-16.3333,-0.7778,-0.5556,0.0,,6.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2.0,0:42,342.0,250.0,1372.0,,,,,1086.741758259529,1058.7398726942852
5154,Sam Stout,KJ Noons,-105.0,-105.0,95.2381,95.2381,2014-04-16,"Quebec City, Quebec, Canada", Canada,Blue,False,Welterweight,MALE,3,0,1,0,49.0,0.335,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,155,0,1,0,56.7647,0.276,0.1176,0.5882,0.225,2,8,47,0,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,29,31,0,0,-1,-8,7,-41,0,-1,0,2.54,5.08,-2,-7.7647,-0.1176,-0.5882,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:30,30.0,150.0,181.0,,,,,1018.2410545621922,1003.5905540726038
5155,Sarah Kaufman,Leslie Smith,-265.0,245.0,37.7358,245.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,167.64,135,1,0,0,87.0,0.4,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,28,31,1,0,0,0,1,-3,0,0,0,10.16,-2.54,-3,-87.0,0.0,0.0,0.0,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-121.0,310.0,,,,,1000.0,1000.0
5156,Ryan Jimmo,Sean O'Connell,-660.0,540.0,15.1515,540.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,1,0,0,34.25,0.773,0.0,0.25,0.125,1,2,9,0,0,0,1,1,0,0,2,Orthodox,185.42,185.42,205,32,30,1,0,-1,-2,2,-9,0,-1,0,0.0,2.54,2,-34.25,0.0,-0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:27,267.0,180.0,720.0,,,,,1006.6757792650193,1000.0
5157,George Roop,Dustin Kimura,-155.0,145.0,64.5161,145.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Bantamweight,MALE,3,0,1,0,10.6667,0.243,2.3333,0.0,0.0,1,1,5,0,0,0,0,0,2,0,2,Orthodox,170.18,180.34,135,1,0,0,36.1,0.359,0.1,0.6,0.291,2,6,24,0,0,1,1,2,0,0,4,Orthodox,185.42,182.88,135,32,24,1,1,-1,-2,5,-19,0,-2,2,-15.24,-2.54,8,-25.4333,2.2333,-0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,260.0,606.0,,,,,984.3871540037534,1019.9313880004448
5158,Mark Bocek,Mike de la Torre,-660.0,540.0,15.1515,540.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,1,0,0,23.0833,0.409,1.0833,2.75,0.522,3,5,28,0,0,0,3,0,4,0,7,Orthodox,172.72,190.5,155,32,27,1,0,-3,-7,5,-28,0,0,-4,7.62,-10.16,5,-23.0833,-1.0833,-2.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,197.0,710.0,,,,,1005.8158935537745,1000.0
5159,Nordine Taleb,Vik Grujic,-235.0,215.0,42.5532,215.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,32,37,0,0,0,0,0,0,0,0,0,-5.08,-2.54,-5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,178.0,505.0,,,,,1000.0,1000.0
5160,Richard Walsh,Chris Indich,-230.0,210.0,43.4783,210.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,25,26,0,0,0,0,0,0,0,0,0,-5.08,0.0,-1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,250.0,435.0,,,,,1000.0,1000.0
5161,Mitch Gagnon,Tim Gorman,-315.0,285.0,31.746,285.0,2014-04-16,"Quebec City, Quebec, Canada", Canada,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,172.72,135,0,2,0,19.6667,0.443,0.6667,0.6667,0.233,2,1,5,0,0,0,0,0,2,0,2,Southpaw,165.1,165.1,135,29,30,0,-2,-2,-2,1,-5,0,0,-2,0.0,7.62,-1,-19.6667,-0.6667,-0.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,633.0,535.0,,,,,1022.1190137788506,1000.0
5162,Minotauro Nogueira,Roy Nelson,150.0,-160.0,150.0,62.5,2014-04-11,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,False,Heavyweight,MALE,5,2,0,0,18.4545,0.375,0.0909,0.2727,0.136,3,5,23,1,0,0,0,6,0,0,6,Orthodox,182.88,182.88,263,1,0,0,21.4444,0.384,1.1111,0.7778,0.146,2,4,18,2,0,0,2,1,2,0,5,Orthodox,190.5,195.58,240,37,37,-1,0,1,1,-1,5,-1,5,-2,-7.62,-12.7,0,-2.9899,-1.0202,-0.5051,0.0,9.0,11.0,,,,,11.0,,,,,,,,,,,,,9.0,,,,,,,,,Blue,,,,,,250.0,1650.0,900.0,1035.0,905.0,-125.0,1003.6761322368285,1005.3761844992724
5163,Clay Guida,Tatsuya Kawajiri,-140.0,130.0,71.4286,130.0,2014-04-11,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,False,Featherweight,MALE,3,0,1,0,32.0,0.88,1.0,3.0,0.25,1,0,2,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,145,1,0,0,27.4444,0.326,0.7222,2.8333,0.379,4,8,50,0,0,3,2,1,4,0,10,Orthodox,170.18,177.8,155,32,35,1,1,-3,-9,8,-48,0,-1,-3,0.0,-2.54,-3,4.5556,0.2778,0.1667,0.0,12.0,9.0,,,,,,,,,,9.0,,,,,,,,,,,,,12.0,,,,Red,U-DEC,,3.0,5:00,900.0,110.0,228.0,,,,,1030.8673084912982,1020.0
5164,John Howard,Ryan LaFlare,365.0,-410.0,365.0,24.3902,2014-04-11,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,False,Welterweight,MALE,3,0,3,0,60.0,0.393,0.6667,5.0,0.607,3,0,9,0,0,0,3,0,0,0,3,Southpaw,185.42,187.96,170,0,2,0,23.7778,0.536,0.5556,2.7778,0.483,4,3,25,0,0,3,1,2,0,0,6,Orthodox,170.18,180.34,170,31,30,0,1,-1,-3,3,-16,0,-2,0,15.24,7.62,1,36.2222,0.1111,2.2222,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,599.0,,,,,,998.5943784304501,1060.7532357961154
5165,Ramsey Nijem,Beneil Dariush,235.0,-255.0,235.0,39.2157,2014-04-11,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,False,Lightweight,MALE,3,0,1,0,9.0,0.42,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,0,1,0,25.2857,0.331,0.7143,3.0,0.516,3,3,14,1,0,0,3,1,0,0,4,Orthodox,180.34,190.5,155,26,24,0,0,-2,-3,3,-13,-1,-1,1,-2.54,-7.62,2,-16.2857,0.2857,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:20,260.0,285.0,314.0,,,,,1018.0771118287262,1019.8367440842203
5166,Jared Rosholt,Daniel Omielanczuk,-280.0,255.0,35.7143,255.0,2014-04-11,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,False,Heavyweight,MALE,3,0,1,0,49.0,0.67,1.0,2.0,0.4,1,0,3,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,247,0,1,0,33.0,0.31,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,190.5,265,27,31,0,0,0,0,0,0,0,1,0,-5.08,-2.54,-4,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,120.0,850.0,,,,,1020.0,1020.0
5167,Thales Leites,Trevor Smith,-545.0,465.0,18.3486,465.0,2014-04-11,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,False,Middleweight,MALE,3,0,1,0,72.0,0.63,1.0,1.0,0.16,1,1,6,0,0,1,0,0,0,0,1,Orthodox,190.5,190.5,185,0,2,0,23.4,0.387,1.3,2.3,0.368,5,3,26,1,0,1,3,0,3,0,7,Orthodox,185.42,198.12,185,32,33,0,-1,-4,-6,2,-20,-1,0,-3,5.08,-7.62,-1,48.6,-0.3,-1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:45,45.0,130.0,747.0,,,,,1043.5058667874437,1003.3457223225275
5168,Alan Omer,Jim Alers,210.0,-230.0,210.0,43.4783,2014-04-11,"Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145,25,27,0,0,0,0,0,0,0,0,0,-2.54,0.0,-2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,372.0,193.0,,,,,1000.0,1000.0
5169,Mauricio Rua,Dan Henderson,-165.0,155.0,60.6061,155.0,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,5,3,0,0,34.9091,0.485,0.4545,1.2727,0.358,4,5,31,3,0,2,3,1,0,0,6,Orthodox,180.34,187.96,185,0,1,0,37.4167,0.496,0.3333,1.3333,0.193,2,6,31,3,0,0,0,6,0,0,6,Orthodox,185.42,193.04,205,32,43,-3,-1,2,0,1,0,0,-5,0,-5.08,-5.08,-11,-2.5076,0.1212,-0.0606,0.0,8.0,7.0,,,,,,7.0,,,,,,,,,,,,,8.0,,,,,,,,Red,KO/TKO,Punch,3.0,1:31,691.0,250.0,450.0,950.0,1500.0,145.0,400.0,1007.6612301995114,964.8858049149208
5170,Cezar Ferreira,CB Dollaway,-380.0,340.0,26.3158,340.0,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,False,Middleweight,MALE,3,1,0,0,20.5833,0.443,0.75,2.1667,0.5,3,5,23,1,0,1,3,1,2,0,7,Orthodox,187.96,193.04,185,0,3,0,20.0,0.427,0.3333,1.0,0.25,3,0,7,1,0,1,1,0,1,0,3,Southpaw,185.42,198.12,185,29,30,-1,-3,0,4,-5,16,0,1,1,2.54,-5.08,-1,0.5833,0.4167,1.1667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:39,39.0,285.0,300.0,300.0,875.0,230.0,950.0,1056.691444173712,1001.8611478761204
5171,Fabio Maldonado,Gian Villante,260.0,-290.0,260.0,34.4828,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,0,1,0,35.5,0.54,0.0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,193.04,205,0,2,0,77.0,0.568,0.8333,0.5,0.25,2,3,17,0,0,1,1,1,0,0,3,Orthodox,185.42,190.5,205,34,28,0,-1,-1,-2,2,-12,0,0,0,5.08,2.54,6,-41.5,-0.8333,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,302.0,140.0,1970.0,1150.0,600.0,325.0,1003.1184038004026,1001.094923026944
5172,Michel Prazeres,Mairbek Taisumov,285.0,-315.0,285.0,31.746,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,1,0,33.0,0.37,0.0,5.0,0.71,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,185.42,155,0,1,0,24.5,0.455,0.0,5.0,0.355,1,1,6,0,0,1,0,0,0,0,1,Orthodox,167.64,170.18,170,32,25,0,0,0,0,1,-3,0,0,0,7.62,15.24,7,8.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,444.0,126.0,1130.0,1145.0,1360.0,220.0,998.2117754837548,1020.0
5173,Rony Jason,Steven Siler,-185.0,170.0,54.0541,170.0,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,False,Featherweight,MALE,3,1,0,0,37.0,0.439,1.4286,0.4286,0.106,3,2,17,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,1,0,0,22.5,0.503,0.5,0.25,0.25,3,1,7,1,0,0,1,1,1,0,3,Orthodox,170.18,177.8,145,30,27,0,0,0,2,-1,10,-1,0,0,10.16,0.0,3,14.5,0.9286,0.1786,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:17,77.0,170.0,320.0,335.0,1472.0,600.0,540.0,1035.5051431609818,1051.8930305727026
5174,Ronny Markes,Thiago Santos,-840.0,660.0,11.9048,660.0,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,False,Middleweight,MALE,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,1,0,0,31.25,0.545,0.5,3.0,0.455,3,1,12,0,0,1,2,0,0,0,3,Orthodox,185.42,190.5,185,25,30,0,0,-3,-3,0,-11,0,0,0,2.54,2.54,-5,-31.25,-0.5,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,0:53,53.0,149.0,738.0,245.0,400.0,272.0,721.0,1038.0855881103537,981.1500225556907
5175,Jussier Formiga,Scott Jorgensen,170.0,-185.0,170.0,54.0541,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,False,Flyweight,MALE,3,2,0,0,42.0,0.44,0.2857,1.1429,0.337,2,4,17,0,0,0,1,1,1,0,3,Orthodox,165.1,167.64,135,1,0,0,8.3333,0.317,0.0,1.3333,0.167,1,2,6,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,125,28,31,-1,0,1,2,-2,11,0,1,1,0.0,-2.54,-3,33.6667,0.2857,-0.1905,0.0,13.0,7.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,13.0,,Red,SUB,Rear Naked Choke,1.0,3:07,187.0,327.0,110.0,575.0,1475.0,1280.0,420.0,988.9365356664464,975.7164115517803
5176,Thiago Perpetuo,Kenny Robertson,-135.0,125.0,74.0741,125.0,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,False,Welterweight,MALE,3,1,0,0,28.75,0.535,0.5,0.5,0.29,1,3,9,0,0,0,0,0,1,0,1,Orthodox,177.8,187.96,170,1,0,0,43.0,0.68,0.0,1.0,0.625,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,170,26,30,0,0,0,0,-2,5,0,-1,1,0.0,7.62,-4,-14.25,0.5,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,1:45,105.0,333.0,450.0,1290.0,431.0,200.0,435.0,998.8499774443093,966.8382269235783
5177,Francimar Barroso,Hans Stringer,-135.0,125.0,74.0741,125.0,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,185.42,205,0,1,0,31.0,0.49,0.0,2.0,0.4,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,205,34,26,0,-1,-1,-1,0,-3,0,0,0,5.08,-5.08,8,-31.0,0.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,315.0,375.0,479.0,596.0,320.0,385.0,1018.7294412149367,1000.0
5178,Godofredo Pepey,Noad Lahat,285.0,-315.0,285.0,31.746,2014-03-23,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,2,0,0,18.75,0.438,0.25,0.25,0.125,1,3,8,1,0,1,0,0,0,0,1,Orthodox,170.18,185.42,145,26,29,2,0,-1,-1,3,-8,-1,0,0,5.08,-10.16,-3,-18.75,-0.25,-0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Flying Knee,1.0,2:39,159.0,438.0,-110.0,1400.0,655.0,1120.0,395.0,961.0214220115965,1000.0
5179,Johny Hendricks,Robbie Lawler,-365.0,328.0,27.3973,328.0,2014-03-15,"Dallas, Texas, USA", USA,Red,True,Welterweight,MALE,5,0,3,0,24.2,0.45,0.0,1.4,0.55,3,3,20,0,0,1,2,4,0,0,7,Southpaw,180.34,187.96,170,1,0,0,33.0833,0.567,0.4167,3.1667,0.313,6,2,29,1,1,2,2,5,0,0,10,Southpaw,175.26,175.26,185,30,31,1,3,-3,-3,-1,-9,-1,-1,0,5.08,12.7,-1,-8.8833,-0.4167,-1.7667,0.0,3.0,1.0,,,,,,,,1.0,,,,,9.0,,,,,,,,3.0,,,,,,Red,U-DEC,,5.0,5:00,1500.0,225.0,900.0,700.0,2000.0,110.0,475.0,1109.1714485222878,1061.4664455445513
